match_id,label,engage_delta,catch_delta,range_delta,tankiness_delta,dpm_delta,synergy_delta,counter_delta
NA1_5519100882,0,5,1,-125,1564.09253007119,791.241546026986,0.09983239732048266,0.3611111111111111
NA1_5519051153,1,4,0,275,-537.625502748128,-59.712738250308,0.16718657882218677,-0.019946719946719947
NA1_5519082731,0,6,1,275,-504.756949952623,-50.24172258949,-0.1508400761144236,-0.18253968253968253
NA1_5519073052,0,3,1,0,-439.202709662292,-450.226463710542,-0.028813856271001217,-0.5606060606060606
NA1_5516554776,0,6,2,-300,448.696165327208,-372.881804481386,-0.1445550188842116,0.17023809523809524
NA1_5518837861,0,7,0,-150,501.161947162863,-807.92847747305,0.14709882600386975,-0.11666666666666667
NA1_5513038357,1,4,0,-325,-50.3140407423889,-427.776365728348,0.2968751048454003,1.5702380952380952
NA1_5517133482,1,4,0,850,-1907.1545748008,-133.505591866096,0.4344150430139922,0.48253968253968255
NA1_5518432804,0,3,0,-50,-537.798535058064,-85.895159211588,-0.01620128241365036,0.34444444444444444
NA1_5519249208,0,4,1,-350,868.008517211426,280.969919261131,-0.08171862134445902,0.1
NA1_5518418444,1,7,1,-75,-742.262663299759,-312.761424459006,-0.0022251068571129615,-0.0825910931174089
NA1_5519317598,0,4,-1,-125,-377.343309874827,603.347280758744,0.15401180956237623,0.16883116883116883
NA1_5512365457,1,4,-1,-200,-1058.69207659977,864.775596029424,0.21644507150912315,-0.4222222222222222
NA1_5518555940,0,3,0,-300,847.936478591781,437.542752101668,-0.1072395728906935,-0.22857142857142856
NA1_5487952366,0,6,0,-350,1380.30098359785,181.022270147356,-0.06609016424881212,-0.2
NA1_5515762835,1,5,3,-350,-438.690893235972,216.544888589298,0.2887782295036705,0.6212121212121212
NA1_5515730848,0,6,1,-675,215.969403605766,-99.719531974882,0.29943319490265413,0.1303030303030303
NA1_5516744075,1,4,-1,0,633.742491828323,-349.258757963167,0.0974723638859786,1.438961038961039
NA1_5506337246,0,5,0,-100,1262.52410686001,319.958337303693,-0.0691308986136946,0.16666666666666666
NA1_5519130625,1,3,3,-275,967.278760768329,-455.212866812673,-0.5677966126739914,0.24285714285714285
NA1_5514787492,1,4,1,-675,-964.252133329274,324.485251589581,0.08088991819907321,0.05303030303030303
NA1_5519136019,0,4,2,-450,1897.17226768539,-256.205449650297,-0.18878587643615236,0.4
NA1_5518526992,1,4,2,-150,774.420730759057,75.021017497689,0.17671185172208925,1.0723124098124097
NA1_5517843846,0,3,-1,700,-395.320457871332,329.812256148016,-0.030100992029475405,0.7164502164502164
NA1_5513522326,1,4,-1,400,-621.950510951685,663.672883513241,0.06344761493889851,0.2064935064935065
NA1_5519276423,1,5,1,375,-602.294583511683,-324.287227670193,0.054759093580110524,0.20277777777777778
NA1_5517986554,1,3,1,375,437.522341734994,593.320024838328,-0.05315083615836214,-0.06666666666666667
NA1_5519214856,1,2,0,375,-1668.4304545476,-340.402013633847,0.008977478948201828,-1.1595238095238096
NA1_5516853994,1,4,0,0,-382.693335197565,298.752038129525,-0.2058573625704083,-1.4523809523809523
NA1_5519142068,1,4,0,300,-584.912592561009,180.839801689113,0.001141167388222052,0.7272556390977444
NA1_5516969756,1,4,2,325,-1007.16612313663,-128.548674753363,-0.4631587215254942,0.0
NA1_5519212971,0,5,-1,325,299.247948578266,691.724199361607,-0.10768346857149252,-0.853030303030303
NA1_5515720156,0,4,1,-125,768.133996049541,388.093407723367,-0.1348038755973597,-0.16666666666666666
NA1_5519069710,0,5,-1,325,-440.954939225571,92.150316972277,-0.07933504315802338,-0.05714285714285714
NA1_5516383621,1,8,1,25,-398.105849625354,-786.152459395037,0.10949313175022406,0.7666666666666667
NA1_5519113648,1,6,3,-550,327.181475797569,60.368406941593,0.1163220105494212,0.31303929988140516
NA1_5517811009,0,5,0,-300,1897.98695702948,-334.992855236685,0.09702833916770613,0.5666666666666667
NA1_5518122769,0,5,0,-375,-769.290670408525,-543.090298816527,-0.004925272809924583,0.03333333333333333
NA1_5510058729,1,4,1,-50,-446.763585164625,247.002599302674,-0.18358015043609488,0.3017740429505135
NA1_5517155177,1,4,1,525,-1888.79802393164,288.496955272771,0.15927195229102453,0.12857142857142856
NA1_5505443808,1,3,-2,100,-495.539606014877,123.145138454445,0.0007132282138201902,-0.023809523809523808
NA1_5511408313,0,4,-1,-675,1335.26438303584,110.957957649455,-0.12319314199109596,0.13333333333333333
NA1_5518805357,1,4,1,75,291.92712798747,-66.813523828557,0.021590184862044684,0.5
NA1_5519227694,0,4,-1,-725,1070.52176552403,-696.638614375364,-0.09260967107402604,1.4154678654678654
NA1_5518012634,0,4,1,-50,-154.707809580199,-406.755252635063,0.2458737044870717,-0.06068376068376068
NA1_5485786770,0,6,3,-350,1026.23840036781,354.956887346247,-0.007419917311133333,-0.5804112554112554
NA1_5514097505,1,6,2,-350,904.252421262699,-212.050107534281,0.2612272863402562,-0.5083333333333333
NA1_5519119490,0,4,0,120,-314.819120065862,-89.809073844755,-0.17886132358651952,0.4517316017316017
NA1_5519186502,1,6,1,-375,1260.17657396847,-287.727156622012,-0.21660634838547657,-0.37142857142857144
NA1_5519315838,0,5,2,-275,-255.965838355765,-387.864134041299,-0.10489236212097723,0.387719298245614
NA1_5515911204,1,5,0,800,1629.64754988564,339.255827406254,-0.12585772766959893,0.20357142857142857
NA1_5518865139,1,4,0,-375,1896.93434100185,474.071718609809,0.19452466501723517,1.0897519147519148
NA1_5509863409,1,6,0,-25,329.469903448991,156.54390998361,0.012825232578501952,1.0904761904761904
NA1_5519235044,1,3,0,250,260.822785974189,64.122118430989,-0.10738399493448905,-0.5761904761904761
NA1_5518093788,1,4,0,375,-308.901434782214,-322.560145719044,0.10281664613992884,-0.06666666666666667
NA1_5518662562,0,6,-1,-25,-243.443408880245,-1059.334601264936,0.051510107643032044,-0.26334776334776333
NA1_5519240151,1,2,1,25,647.955838329489,441.991727225984,-0.011593902474535029,-0.5880701814525344
NA1_5518741418,1,5,3,-550,69.4887214214787,271.433711435997,-0.10581948333656155,-0.5464285714285714
NA1_5519092748,1,3,-1,-250,353.955535725716,-1053.3063786091,-0.03450385936822522,-0.23636363636363636
NA1_5519166431,1,4,0,50,-1115.07161728209,-350.213519822531,-0.09656830971953209,-0.6666666666666666
NA1_5488630835,0,6,0,425,-1039.05860258785,-26.808621438124,0.23167887777485544,-0.366504329004329
NA1_5487896110,1,2,0,50,214.379020513157,-198.125375627383,0.24980714691373304,0.0
NA1_5518657328,0,5,1,-275,1580.53613627333,-99.748204152361,0.20090642233069284,0.18055555555555555
NA1_5516425414,0,4,1,-775,1480.53854684739,-428.342857541444,-0.04624835387370093,-0.3047619047619048
NA1_5512851176,0,6,2,-500,883.921470515532,-873.005965353228,-0.16057576339563603,-0.13333333333333333
NA1_5512422213,1,6,1,-275,640.734190044333,298.315296675004,-0.0154590507531684,-0.07142857142857142
NA1_5517185732,1,3,2,-250,1604.03248800396,558.876759564855,0.09494824505775129,0.43333333333333335
NA1_5517356029,0,5,1,175,666.813968445822,-99.820862092475,0.11895903016326319,-0.7476190476190476
NA1_5486365063,0,4,1,25,1087.95967451096,8.258096648244,-0.05455115920058523,-0.49393939393939396
NA1_5506319056,1,2,0,-700,193.848287269962,680.584187042428,-0.06906861071323941,-0.3736842105263158
NA1_5510496421,1,7,3,-1200,1081.13635480629,-927.849242366403,0.2214007422607516,0.2619047619047619
NA1_5518541911,1,5,0,-125,691.457978041577,55.374373003112,0.005365003519979736,0.5166666666666667
NA1_5519026005,1,3,-1,700,-433.834845179145,213.436426426544,-0.3617857741001439,0.5023809523809524
NA1_5517111478,0,6,3,0,-425.386872314298,-26.313367247462,0.05614311540246309,-0.7692307692307693
NA1_5517144616,0,5,1,350,421.071416384514,-280.124638867861,0.26096476865736407,-0.18571428571428572
NA1_5512672297,1,4,1,-475,1192.27046569377,457.441564718253,0.02274328859659076,-0.48095238095238096
NA1_5519128314,1,4,0,250,-671.164783768867,657.344554558803,-0.2469216887750643,-0.5441919191919192
NA1_5519181796,0,5,0,300,1093.47960836235,539.341042547794,0.2287520036956853,-0.06666666666666667
NA1_5519360946,0,5,0,-50,1875.85031667044,-298.959621196416,0.013595620996936786,-0.12301587301587301
NA1_5519285941,0,6,1,-700,806.607068576734,-386.334049210406,0.03139509394291356,-0.5541666666666667
NA1_5517866571,0,6,2,-1050,1560.27197403731,-415.772155568019,-0.129053738111587,1.034920634920635
NA1_5516529400,0,3,0,1075,-2039.92001625917,-231.887622721379,-0.1330313197113875,0.5816946211683054
NA1_5519300960,0,5,2,0,384.913061955376,-526.691692318975,-0.041187590268405704,0.0
NA1_5506991004,1,6,0,325,-1149.63061517253,196.060072849434,-0.008948683320791715,0.4111111111111111
NA1_5519185603,0,5,1,75,-1264.30718087792,27.877565139275,-0.33347531712997536,0.3424908424908425
NA1_5518861761,0,1,-1,350,-286.65933082887,143.145133095539,0.12074333752192082,0.2341991341991342
NA1_5514629710,0,4,2,0,-871.270713274087,495.11652833462,0.13822088614508196,-0.8622549019607844
NA1_5519305871,1,3,1,-100,704.869552785758,-433.805739947834,0.4064943457929863,0.07142857142857142
NA1_5518628015,0,3,-1,450,-813.080548782833,-241.827416605174,-0.09777759284387086,0.014285714285714285
NA1_5519191507,1,3,0,400,1248.13033419284,570.49013249514,-0.057852665104123416,-0.18432539682539684
NA1_5507762172,1,4,0,-225,-363.34816557121,176.602667008547,-0.31572799724647693,-0.07365967365967366
NA1_5512704714,1,7,1,-475,1701.66261085351,-461.389366799761,0.17308480349042263,-0.1
NA1_5517690334,0,3,1,325,-1055.00234443114,-116.450813773318,-0.08833467265253034,-0.35173160173160173
NA1_5488255370,0,5,0,-400,999.641425736449,77.079697526555,-0.2943269187341182,-0.13333333333333333
NA1_5514963196,0,4,0,-725,841.84202735534,-59.963309781953,-0.058086385850171396,-0.1380952380952381
NA1_5518515976,0,4,0,775,-1356.49103781156,-85.856196398063,-0.11099750099553408,-1.2696969696969698
NA1_5519238917,0,4,-2,200,154.273485759807,740.877876712956,-0.1089739133669856,-0.21608391608391608
NA1_5518996281,1,5,0,-650,963.173512914544,-230.884168741206,-0.10426977809257827,-0.02857142857142857
NA1_5519114716,0,3,-2,-125,121.705337846787,1140.445464125073,-0.06552628329723914,-0.2396825396825397
NA1_5518496807,1,4,0,225,56.4360267475868,-604.020833370409,-0.13806443399104404,-0.03151629072681704
NA1_5518662087,1,1,-1,-225,-129.490360076014,180.930096456324,-0.07425232068569265,-0.896969696969697
NA1_5488662821,0,3,-2,675,-1130.48458551784,687.190448473785,-0.1546592221794378,0.5
NA1_5512408682,1,3,-1,-300,1320.7140581095,320.527203646474,0.12895364404129522,0.22207792207792207
NA1_5519073605,0,4,1,450,-27.4887125385349,401.901282331098,0.07804190673929882,-0.7045454545454546
NA1_5505615656,0,7,0,-25,846.949829183984,-555.885839832517,-0.28209502388847824,0.22727272727272727
NA1_5519064275,0,4,0,275,-72.7054381083362,-514.357508058648,0.1755299637318799,-1.1187229437229438
NA1_5518513582,0,2,0,-25,370.074297268323,-551.676237884164,-0.04179085857192451,-0.9702227596964439
NA1_5514614512,0,4,1,-275,-645.978016431604,-270.025204722784,-0.3115944265396346,-0.2751651856915015
NA1_5519057382,0,2,1,-475,1892.09158919094,-87.967880963375,0.037390586820329946,0.35934343434343435
NA1_5518160740,0,5,0,-650,116.371009933767,-1030.830429351422,-0.003594324510662882,-0.373015873015873
NA1_5519055998,0,7,2,50,931.008419780308,-504.945099526755,0.24166292041324022,0.4603174603174603
NA1_5519313360,0,6,0,-575,-1245.28546044197,39.825608192283,-0.12140646126508986,-0.4147865206688736
NA1_5519129932,1,6,1,75,887.894636597031,-94.357173800983,-0.10614364465272923,0.125
NA1_5518711124,0,4,0,150,425.45605339271,23.323010688388,0.03147492567673291,0.6666666666666666
NA1_5517178078,0,5,0,-225,1708.04899330844,403.07782889717,0.4119653622940804,0.16666666666666666
NA1_5519125677,1,4,-1,175,-539.524478968873,-402.243523939876,0.009198070011770806,-1.5416666666666667
NA1_5519271799,0,6,1,-500,1201.94784279616,-548.003321742956,0.021156417424349337,0.8958646616541354
NA1_5519090691,0,4,1,375,98.9808550217126,-464.761157808674,-0.42192586134024834,-0.3446969696969697
NA1_5512466011,1,7,0,175,68.2758497285254,67.75621895523,-0.0723775302965111,-0.09902597402597403
NA1_5507782614,1,6,1,-450,809.474562951068,-74.748822557154,-0.09477478875348244,-0.48095238095238096
NA1_5519158368,0,3,1,-675,-91.1199314293854,-90.715344303277,-0.07472057479358785,-0.05555555555555555
NA1_5519100715,0,3,0,-75,534.058234992216,274.222124663729,-0.15416226880779033,-2.2073260073260075
NA1_5518480715,1,5,2,-675,1474.50544941468,268.219543345849,-0.230081500074974,0.7142857142857143
NA1_5518678440,0,4,1,-375,903.897091430934,-127.39916097137,-0.04865562059547108,1.1611119144013882
NA1_5515944671,1,5,0,-525,151.939081851779,807.706979871771,0.1564315183182501,1.6582251082251083
NA1_5519053076,0,3,1,775,-2461.40794670343,250.22734110031,-0.2105713565212222,-0.9253968253968254
NA1_5518825095,1,4,2,1000,-273.434873935558,748.319941716982,0.10349051262971172,-0.008874458874458875
NA1_5515729281,1,1,1,450,-611.945095951442,595.288111400405,-0.22321746259637443,-0.1
NA1_5519236084,1,6,0,525,-420.987893619802,-600.567595199551,0.24245422672176006,1.258974358974359
NA1_5519113704,0,4,0,-650,318.13216995819,689.26305355605,-0.25757245474542706,-1.0502164502164502
NA1_5506430902,0,4,-1,325,-580.89750913669,315.786093053503,0.24589750831880364,-0.30113636363636365
NA1_5519079119,1,7,0,-350,255.374685635384,433.379186724127,0.050346654722304374,0.39826839826839827
NA1_5519073359,1,3,0,-725,9.99039739811587,-847.705278924646,-0.20072947124756335,-0.16363636363636364
NA1_5515747256,0,4,2,-550,1382.54153450083,497.206924745301,-0.09282078344609603,-0.567063492063492
NA1_5518848124,0,3,1,125,164.033396355335,466.108003241849,0.0799897139996735,0.2
NA1_5519215679,1,7,2,0,80.3627165267067,-128.373387429455,0.3701951120766612,0.994459706959707
NA1_5517172149,1,3,0,-725,679.427805248087,399.217648072968,-0.22182590164138005,-0.4107142857142857
NA1_5519291104,1,1,-2,-175,-743.3267410862,594.960414683058,0.0343458622215852,0.10334168755221387
NA1_5518641466,0,3,0,-25,-52.7202056771721,694.485583043053,0.36160171423012516,0.0
NA1_5518763752,1,5,1,-425,645.939925593118,-212.801735103396,-0.1417288258498203,0.14545454545454545
NA1_5518657695,1,5,1,525,-115.227446122087,-130.253847160327,-0.1297158258201631,0.26153846153846155
NA1_5518534783,0,5,1,350,-121.508546221441,-197.147133918571,0.11308967529074536,0.7923202614379085
NA1_5516372122,1,4,1,400,-834.498582643607,79.241789861973,0.038548257324651246,0.5174603174603175
NA1_5518452685,1,6,2,-250,-585.091092172076,415.49424787864,-0.3241966590937535,-0.13333333333333333
NA1_5514661884,0,5,1,600,-37.9088810187227,673.537848579577,-0.06409450791514949,0.9
NA1_5519070279,0,5,3,-100,-69.9281217920352,-52.185060723385,0.0600855013348635,0.2
NA1_5519199343,0,6,2,-375,955.802915269703,-680.157984502111,0.14329830870297589,-0.05555555555555555
NA1_5517789104,1,4,3,-250,264.325276081961,171.074348112366,0.2314251667568351,0.8333333333333334
NA1_5519347769,0,4,1,500,-1037.32123481525,271.764426645087,-0.06650672503187188,0.48846153846153845
NA1_5519096539,0,3,0,425,1675.25094723814,-210.535652986672,-0.04768870435762417,0.1
NA1_5517855562,1,5,1,70,-461.282627691352,-48.68973010995,-0.15925998634290092,-0.4695804195804196
NA1_5519233147,1,4,1,-355,-446.187569503511,-217.758524679347,-0.05721392668631086,-0.48653846153846153
NA1_5517237132,0,4,0,-25,1334.94818155383,868.566289279211,-0.2715451428675955,-1.4555555555555555
NA1_5519086821,0,4,1,375,280.720190161443,-741.115233811033,-0.2850641434153099,0.2
NA1_5516509397,1,2,1,-75,-1470.28041475149,-183.894660237026,-0.16036362500751714,-1.2919038563775407
NA1_5518858115,1,5,-1,75,780.53670270879,-107.487688872796,0.1254871907031097,0.3742063492063492
NA1_5519156703,1,2,0,-400,-362.169455011295,26.584882321354,-0.13572686353975144,0.11666666666666667
NA1_5487849215,1,6,0,-350,526.09904092229,-377.016854199744,-0.21145649254577817,0.37777777777777777
NA1_5515491419,1,5,0,-225,-162.69624561228,-26.387482324285,-0.17749711831148898,0.0793859649122807
NA1_5513981693,0,6,1,-825,2078.64386655011,-930.58037221044,-0.01844254897594476,0.2841269841269841
NA1_5519075414,1,4,0,75,-253.878905027563,204.010391265344,0.208555888545411,-0.1
NA1_5519281796,0,4,0,-125,-113.175610625824,161.582922975188,-0.20886058485551842,-0.3
NA1_5519345447,1,3,2,400,-384.717959723166,-20.299695089172,0.06469011664709873,0.518671679197995
NA1_5517857017,0,4,1,100,123.385681150517,204.262173375743,-0.022942590497737555,0.5714285714285714
NA1_5514833361,0,7,1,-775,614.50016950999,-348.988840323939,0.1245791603623616,-0.6204545454545455
NA1_5519106844,0,5,0,-250,725.289229265897,-457.913566623586,-0.09409770237667492,-0.10169683257918552
NA1_5513033948,0,5,0,400,-136.854106694971,-460.496120261124,0.5189137673043658,0.7142857142857143
NA1_5506473257,0,4,-1,250,-369.437971872448,268.209074268754,0.1307151875901876,-0.3
NA1_5506494706,0,3,-1,-25,575.389956654215,509.571024533908,0.0680563712003532,0.8911255411255411
NA1_5512884096,0,2,1,-175,317.964679670022,-111.585881360889,-0.07089311830178924,0.17142857142857143
NA1_5513764081,0,5,-1,250,116.854762483832,500.40358091405,0.239711860898672,0.02207792207792208
NA1_5514126896,0,6,0,-475,1086.61000722547,-468.600111766503,0.02269609844462411,-0.23492063492063492
NA1_5485121756,0,5,3,-150,-895.740469620439,403.778434940983,0.15677700014646992,0.6333333333333333
NA1_5488290737,1,5,2,200,113.034406582931,372.812559853967,0.044209994905712355,0.0053391053391053395
NA1_5509836862,0,4,-1,350,-1478.15440630881,-66.473625583397,-0.03434718660369722,-0.05555555555555555
NA1_5519072589,0,2,-1,700,-1116.9507081929,-87.26704273866,-0.36731996917540966,0.20303030303030303
NA1_5519124200,1,3,0,75,388.590482480048,214.85802581436,-0.144381306260493,-0.3
NA1_5518468960,0,5,1,-150,-348.304420871825,210.224256945591,-0.10239097317055933,-0.005627705627705628
NA1_5519052775,0,6,0,-425,657.236999516883,253.819845176619,-0.17248706539909803,0.2696969696969697
NA1_5516793975,0,7,1,-25,155.818779011483,-175.342348185075,0.1355978669130434,1.1297619047619047
NA1_5511458833,0,2,1,0,-581.11072821974,532.208976600338,0.09810549606207952,-0.2976190476190476
NA1_5515757923,1,5,1,-400,767.100639766442,613.868959781703,-0.11616847345966705,-0.09166666666666666
NA1_5518601874,0,3,0,475,-124.908936110065,-483.602086104832,-0.019034651080180386,-0.09174436674436674
NA1_5519281298,1,5,1,75,483.028229303341,320.11747557831,-0.241936237441047,0.725
NA1_5519050603,0,2,-1,750,-1483.46881052289,-713.356417569963,-0.33022937608054503,0.24444444444444444
